i, j, d
0, 2567, 0.0347162395092
0, 2568, 0.0324163428661
0, 2569, 0.0496021334643
0, 2570, 0.0334160991095
0, 2571, 0.0349754451043
0, 2572, 0.0326122602106
0, 2573, 0.0345284157663
0, 2574, 0.0339174142944
0, 2575, 0.0356088653773
0, 2576, 0.033675359109
0, 2577, 0.0326978697751
0, 2578, 0.0358879245426
0, 2579, 0.0313228591113
0, 2580, 0.0339355794885
0, 2581, 0.0355147374512
0, 2582, 0.0340544865898
0, 2583, 0.0370324751376
0, 2584, 0.0333650677677
0, 2585, 0.0427141821932
0, 2586, 0.0324799601105
0, 2587, 0.0358918457063
0, 2588, 0.0278965453424
0, 2589, 0.0318171400546
0, 2590, 0.0353258908575
0, 2591, 0.0352688340046
0, 2592, 0.0376241912033
0, 2593, 0.032928366133
0, 2594, 0.0342529242784
0, 2595, 0.0322845925139
0, 2596, 0.0332948110563
0, 2597, 0.0310893726316
0, 2598, 0.0284717864333
0, 2599, 0.0291976254981
0, 2600, 0.0347848142594
0, 2601, 0.0315671721332
0, 2602, 0.0381841010091
0, 2603, 0.032121407002
0, 2604, 0.0358634903164
0, 2605, 0.0333008858298
0, 2606, 0.0315580354326
0, 2607, 0.0371564245445
0, 2608, 0.0443580202144
0, 2609, 0.0400717917045
0, 2610, 0.0332054627932
0, 2611, 0.0387544702606
0, 2612, 0.0351972628343
0, 2613, 0.0338303544268
0, 2614, 0.0371069584867
0, 2615, 0.0337301341905
0, 2616, 0.0426781611368
0, 2617, 0.0362447323824
0, 2618, 0.0317607373012
0, 2619, 0.0335884509973
0, 2620, 0.0355492698307
0, 2621, 0.0343423172723
0, 2622, 0.0376038975612
0, 2623, 0.0315803464521
0, 2624, 0.0326965634355
0, 2625, 0.0333605054454
0, 2626, 0.0350143429329
0, 2627, 0.0333884518215
0, 2628, 0.0328612369669
0, 2629, 0.0395481741975
0, 2630, 0.0345753967877
0, 2631, 0.0368585651534
0, 2632, 0.0324113370365
